profession-capability-framework	profession-capability-framework-cluster	profession-capability-framework-job-family	profession-capability-framework-job-title	profession-capability-framework-capability-type	profession-capability-framework-capability	profession-capability-framework-mastery-level	start-date	end-date
10001	12	114	1002	3	1001	15		
10002	12	107	1001	3	1001	15		
10003	11	102	1006	1	1002	12		
10004	11	102	1005	1	1002	13		
10005	11	102	1003	1	1002	14		
10006	11	103	1007	2	1002	14		
10007	11	102	1004	1	1002	14		
10008	16	132	1024	2	1003	12		
10009	16	135	1033	2	1003	11		
10010	16	136	1039	2	1003	11		
10011	11	105	1018	1	1003	11		
10012	16	137	1045	2	1003	11		
\	11	101	1011	1	1003	13		
10014	16	132	1022	2	1003	13		
10015	16	133	1025	2	1003	13		
10016	16	135	1031	2	1003	12		
10017	16	132	1019	2	1003	14		
10018	16	135	1028	2	1003	14		
10019	16	136	1034	2	1003	14		
10020	11	105	1014	1	1003	14		
10021	16	137	1040	2	1003	14		
10022	16	136	1037	2	1003	12		
10023	11	101	1012	1	1003	12		
10024	16	132	1023	2	1003	12		
10025	16	135	1032	2	1003	11		
10026	16	136	1038	2	1003	11		
10027	16	137	1044	2	1003	11		
10028	16	132	1020	2	1003	14		
10029	16	135	1029	2	1003	14		
10030	16	136	1035	2	1003	14		
10031	11	105	1015	1	1003	14		
10032	16	137	1041	2	1003	14		
10033	16	134	1026	2	1003	13		
10034	11	101	1009	1	1003	13		
10035	11	101	1008	1	1003	13		
10036	11	105	1017	1	1003	13		
10037	11	101	1010	1	1003	13		
10038	16	132	1021	2	1003	13		
10039	16	135	1030	2	1003	13		
10040	16	136	1036	2	1003	13		
10041	11	105	1016	1	1003	14		
10042	16	137	1042	2	1003	13		
10043	16	137	1043	2	1003	12		
10044	11	104	1013	1	1003	14		
10045	16	134	1027	2	1003	13		
10046	12	110	1047	2	1004	13		
10047	12	110	1046	2	1004	14		
10048	12	110	1048	2	1004	12		
10049	16	138	1054	1	1005	11		
10050	16	138	1049	1	1005	14		
10051	16	138	1053	1	1005	12		
10052	16	138	1050	1	1005	14		
10053	16	138	1051	1	1005	13		
10054	16	138	1052	1	1005	12		
10055	15	130	1055	1	1006	13		
10056	15	130	1056	1	1006	12		
10057	15	130	1057	1	1006	11		
10058	13	115	1060	2	1007	11		
10059	13	124	1090	2	1007	12		
10060	13	124	1089	2	1007	14		
10061	13	124	1091	2	1007	12		
10062	13	116	1062	2	1007	12		
10063	13	117	1068	2	1007	12		
10064	13	118	1072	2	1007	12		
10065	13	122	1081	2	1007	13		
10066	13	119	1073	2	1007	14		
10067	13	123	1085	2	1007	11		
10068	13	120	1077	2	1007	11		
10069	13	119	1076	2	1007	11		
10070	13	119	1075	2	1007	12		
10071	13	115	1058	2	1007	11		
10072	13	116	1063	2	1007	12		
10073	13	117	1066	2	1007	12		
10074	13	118	1070	2	1007	12		
10075	13	125	1092	2	1007	12		
10076	13	120	1078	2	1007	11		
10077	13	122	1082	2	1007	12		
10078	13	122	1084	2	1007	11		
10079	13	116	1061	2	1007	13		
10080	13	117	1065	2	1007	13		
10081	13	118	1069	2	1007	13		
10082	13	121	1080	2	1007	11		
10083	13	121	1079	2	1007	11		
10084	13	115	1059	2	1007	11		
10085	13	116	1064	2	1007	12		
10086	13	117	1067	2	1007	12		
10087	13	118	1071	2	1007	12		
10088	13	119	1074	2	1007	13		
10089	13	122	1083	2	1007	12		
10090	13	123	1087	2	1007	11		
10091	13	125	1095	2	1007	11		
10092	13	123	1088	2	1007	11		
10093	13	123	1086	2	1007	11		
10094	13	125	1094	2	1007	11		
10095	13	125	1093	2	1007	12		
10096	12	111	1104	2	1008	11		
10097	12	112	1113	2	1008	11		
10098	13	124	1090	2	1008	11		
10099	13	124	1089	2	1008	12		
10100	13	124	1091	2	1008	11		
10101	12	111	1101	2	1008	12		
10102	12	112	1111	2	1008	12		
10103	13	116	1062	2	1008	12		
10104	13	118	1072	2	1008	12		
10105	13	122	1081	2	1008	13		
10106	13	120	1077	2	1008	11		
10107	12	111	1103	2	1008	11		
10108	12	112	1112	2	1008	11		
10109	12	111	1098	2	1008	12		
10110	12	111	1099	2	1008	13		
10111	12	112	1107	2	1008	12		
10112	12	112	1108	2	1008	13		
10113	13	116	1063	2	1008	12		
10114	13	118	1070	2	1008	12		
10115	13	125	1092	2	1008	13		
10116	13	120	1078	2	1008	12		
10117	13	122	1082	2	1008	12		
10118	13	122	1084	2	1008	12		
10119	12	111	1096	2	1008	12		
10120	12	111	1097	2	1008	13		
10121	12	112	1105	2	1008	13		
10122	12	112	1106	2	1008	14		
10123	13	116	1061	2	1008	13		
10124	13	118	1069	2	1008	13		
10125	13	121	1080	2	1008	12		
10126	13	121	1079	2	1008	12		
10127	12	111	1100	2	1008	12		
10128	12	111	1102	2	1008	13		
10129	12	112	1109	2	1008	12		
10130	12	112	1110	2	1008	13		
10131	13	116	1064	2	1008	12		
10132	13	118	1071	2	1008	12		
10133	13	122	1083	2	1008	12		
10134	13	125	1095	2	1008	11		
10135	13	125	1094	2	1008	12		
10136	13	125	1093	2	1008	12		
10137	12	106	1118	1	1009	12		
10138	12	106	1115	1	1009	14		
10139	12	106	1114	1	1009	14		
10140	12	106	1116	1	1009	13		
10141	12	106	1117	1	1009	12		
10142	13	115	1060	2	1010	12		
10143	13	124	1090	2	1010	11		
10144	13	124	1089	2	1010	12		
10145	13	124	1091	2	1010	11		
10146	13	116	1062	2	1010	11		
10147	13	117	1068	2	1010	11		
10148	13	118	1072	2	1010	11		
10149	13	122	1081	2	1010	14		
10150	13	119	1073	2	1010	13		
10151	13	123	1085	2	1010	12		
10152	13	120	1077	2	1010	11		
10153	13	119	1076	2	1010	11		
10154	13	119	1075	2	1010	12		
10155	13	115	1058	2	1010	13		
10156	13	116	1063	2	1010	12		
10157	13	117	1066	2	1010	12		
10158	13	118	1070	2	1010	12		
10159	13	125	1092	2	1010	12		
10160	13	120	1078	2	1010	12		
10161	13	122	1082	2	1010	13		
10162	13	122	1084	2	1010	11		
10163	13	116	1061	2	1010	13		
10164	13	117	1065	2	1010	12		
10165	13	118	1069	2	1010	13		
10166	13	121	1080	2	1010	11		
10167	13	121	1079	2	1010	12		
10168	13	115	1059	2	1010	13		
10169	13	116	1064	2	1010	12		
10170	13	117	1067	2	1010	12		
10171	13	118	1071	2	1010	12		
10172	13	119	1074	2	1010	12		
10173	13	122	1083	2	1010	12		
10174	13	123	1087	2	1010	11		
10175	13	125	1095	2	1010	11		
10176	13	123	1088	2	1010	11		
10177	13	123	1086	2	1010	12		
10178	13	125	1094	2	1010	11		
10179	13	125	1093	2	1010	12		
10180	12	108	1121	1	1011	11		
10181	12	108	1119	1	1011	14		
10182	12	108	1120	1	1011	13		
10183	15	131	1126	1	1012	11		
10184	15	131	1122	1	1012	14		
10185	15	131	1123	1	1012	14		
10186	15	131	1125	1	1012	12		
10187	15	131	1124	1	1012	13		
10188	11	101	1011	1	1013	12		
10189	11	101	1012	1	1013	11		
10190	11	101	1009	1	1013	13		
10191	11	101	1008	1	1013	13		
10192	11	101	1010	1	1013	13		
10193	13	115	1060	1	1014	12		
10194	13	119	1073	1	1014	13		
10195	13	119	1076	1	1014	11		
10196	13	119	1075	1	1014	12		
10197	13	115	1058	1	1014	14		
10198	13	115	1059	1	1014	13		
10199	13	119	1074	1	1014	13		
10200	11	101	1011	1	1015	13		
10201	11	101	1012	1	1015	12		
10202	11	101	1009	1	1015	13		
10203	11	101	1008	1	1015	13		
10204	11	101	1010	1	1015	13		
10205	11	101	1011	2	1016	12		
10206	11	101	1012	2	1016	11		
10207	11	101	1009	2	1016	14		
10208	11	101	1008	2	1016	14		
10209	11	101	1010	2	1016	13		
10210	11	101	1011	2	1017	12		
10211	11	101	1012	2	1017	11		
10212	11	101	1009	2	1017	14		
10213	11	101	1008	2	1017	14		
10214	11	101	1010	2	1017	13		
10215	13	124	1090	1	1018	12		
10216	13	124	1089	1	1018	14		
10217	13	124	1091	1	1018	11		
10218	13	116	1062	1	1018	11		
10219	13	117	1068	1	1018	11		
10220	13	118	1072	1	1018	11		
10221	13	122	1081	1	1018	13		
10222	13	120	1077	1	1018	11		
10223	13	116	1063	1	1018	13		
10224	13	117	1066	1	1018	13		
10225	13	118	1070	1	1018	13		
10226	13	125	1092	1	1018	13		
10227	13	120	1078	1	1018	12		
10228	13	122	1082	1	1018	13		
10229	13	122	1084	1	1018	11		
10230	13	116	1061	1	1018	13		
10231	13	117	1065	1	1018	13		
10232	13	118	1069	1	1018	13		
10233	13	121	1080	1	1018	11		
10234	13	121	1079	1	1018	12		
10235	13	116	1064	1	1018	12		
10236	13	117	1067	1	1018	12		
10237	13	118	1071	1	1018	12		
10238	13	122	1083	1	1018	12		
10239	13	125	1095	1	1018	11		
10240	13	125	1094	1	1018	12		
10241	13	125	1093	1	1018	12		
10242	12	113	1130	2	1019	11		
10243	12	113	1128	2	1019	12		
10244	12	113	1127	2	1019	12		
10245	12	113	1129	2	1019	11		
10246	13	118	1072	2	1020	11		
10247	13	118	1070	2	1020	12		
10248	13	118	1069	2	1020	12		
10249	13	118	1071	2	1020	11		
10250	11	102	1006	2	1021	12		
10251	11	102	1005	2	1021	12		
10252	11	102	1003	2	1021	14		
10253	11	103	1007	1	1021	14		
10254	11	102	1004	2	1021	13		
10255	15	131	1126	1	1022	12		
10256	15	131	1122	1	1022	14		
10257	15	131	1123	1	1022	14		
10258	15	131	1125	1	1022	12		
10259	15	131	1124	1	1022	13		
10260	12	110	1047	1	1023	13		
10261	12	110	1046	1	1023	14		
10262	12	110	1048	1	1023	13		
10263	12	109	1131	1	1024	14		
10264	12	109	1133	1	1024	12		
10265	15	129	1137	1	1024	11		
10266	15	129	1134	1	1024	14		
10267	15	129	1135	1	1024	13		
10268	12	109	1132	1	1024	13		
10269	15	129	1136	1	1024	12		
10270	16	135	1033	1	1025	11		
10271	16	136	1039	1	1025	11		
10272	16	137	1045	1	1025	11		
10273	16	135	1031	1	1025	13		
10274	16	135	1028	1	1025	14		
10275	16	136	1034	1	1025	14		
10276	16	137	1040	1	1025	14		
10277	16	136	1037	1	1025	13		
10278	16	135	1032	1	1025	12		
10279	16	136	1038	1	1025	12		
10280	16	137	1044	1	1025	12		
10281	16	135	1029	1	1025	14		
10282	16	136	1035	1	1025	14		
10283	16	137	1041	1	1025	14		
10284	16	135	1030	1	1025	13		
10285	16	136	1036	1	1025	13		
10286	16	137	1042	1	1025	13		
10287	16	137	1043	1	1025	13		
10288	16	135	1033	2	1026	11		
10289	16	136	1039	2	1026	11		
10290	16	137	1045	2	1026	11		
10291	13	124	1090	1	1026	12		
10292	13	124	1089	1	1026	13		
10293	13	124	1091	1	1026	12		
10294	16	135	1031	2	1026	13		
10295	13	122	1081	1	1026	13		
10296	16	135	1028	2	1026	14		
10297	16	136	1034	2	1026	14		
10298	16	137	1040	2	1026	14		
10299	13	120	1077	1	1026	12		
10300	16	136	1037	2	1026	13		
10301	16	135	1032	2	1026	12		
10302	16	136	1038	2	1026	12		
10303	16	137	1044	2	1026	12		
10304	16	135	1029	2	1026	13		
10305	16	136	1035	2	1026	13		
10306	16	137	1041	2	1026	13		
10307	13	125	1092	1	1026	13		
10308	13	120	1078	1	1026	13		
10309	13	122	1082	1	1026	13		
10310	13	122	1084	1	1026	12		
10311	13	121	1080	1	1026	12		
10312	13	121	1079	1	1026	13		
10313	11	103	1007	1	1026	14		
10314	16	135	1030	2	1026	13		
10315	16	136	1036	2	1026	13		
10316	13	122	1083	1	1026	12		
10317	16	137	1042	2	1026	13		
10318	13	125	1095	1	1026	11		
10319	16	137	1043	2	1026	13		
10320	13	125	1094	1	1026	12		
10321	13	125	1093	1	1026	12		
10322	13	115	1060	2	1027	12		
10323	13	124	1090	2	1027	11		
10324	13	124	1089	2	1027	12		
10325	13	124	1091	2	1027	11		
10326	13	116	1062	2	1027	11		
10327	13	117	1068	2	1027	11		
10328	13	118	1072	2	1027	11		
10329	13	122	1081	2	1027	13		
10330	13	119	1073	2	1027	13		
10331	13	123	1085	2	1027	13		
10332	13	120	1077	2	1027	11		
10333	13	119	1076	2	1027	11		
10334	13	119	1075	2	1027	12		
10335	13	115	1058	2	1027	13		
10336	13	116	1063	2	1027	12		
10337	13	117	1066	2	1027	12		
10338	13	118	1070	2	1027	12		
10339	13	125	1092	2	1027	12		
10340	13	120	1078	2	1027	12		
10341	13	122	1082	2	1027	13		
10342	13	122	1084	2	1027	12		
10343	13	116	1061	2	1027	13		
10344	13	117	1065	2	1027	13		
10345	13	118	1069	2	1027	13		
10346	13	121	1080	2	1027	12		
10347	13	121	1079	2	1027	13		
10348	13	115	1059	2	1027	12		
10349	13	116	1064	2	1027	12		
10350	13	117	1067	2	1027	12		
10351	13	118	1071	2	1027	12		
10352	13	119	1074	2	1027	13		
10353	13	122	1083	2	1027	12		
10354	13	123	1087	2	1027	12		
10355	13	125	1095	2	1027	12		
10356	13	123	1088	2	1027	11		
10357	13	123	1086	2	1027	12		
10358	13	125	1094	2	1027	12		
10359	13	125	1093	2	1027	12		
10360	13	124	1090	2	1028	11		
10361	13	124	1089	2	1028	11		
10362	13	124	1091	2	1028	11		
10363	13	122	1081	2	1028	12		
10364	13	120	1077	2	1028	11		
10365	13	125	1092	2	1028	11		
10366	13	120	1078	2	1028	12		
10367	13	122	1082	2	1028	12		
10368	13	122	1084	2	1028	11		
10369	13	121	1080	2	1028	11		
10370	13	121	1079	2	1028	12		
10371	13	122	1083	2	1028	11		
10372	13	125	1095	2	1028	11		
10373	13	125	1094	2	1028	11		
10374	13	125	1093	2	1028	11		
10375	13	123	1085	1	1029	14		
10376	13	123	1087	1	1029	13		
10377	13	123	1088	1	1029	12		
10378	13	123	1086	1	1029	14		
10379	12	109	1131	2	1030	12		
10380	12	109	1133	2	1030	12		
10381	15	129	1137	1	1030	12		
10382	15	129	1134	1	1030	13		
10383	15	129	1135	1	1030	13		
10384	12	109	1132	2	1030	12		
10385	15	129	1136	1	1030	12		
10386	12	109	1131	2	1031	13		
10387	12	109	1133	2	1031	11		
10388	12	109	1132	2	1031	12		
10389	15	129	1137	1	1032	12		
10390	15	129	1134	1	1032	14		
10391	15	129	1135	1	1032	14		
10392	15	129	1136	1	1032	13		
10393	15	130	1055	1	1033	13		
10394	15	130	1138	1	1033	13		
10395	15	130	1056	1	1033	12		
10396	15	130	1139	1	1033	14		
10397	15	130	1057	1	1033	11		
10398	12	109	1131	2	1034	14		
10399	12	109	1133	2	1034	12		
10400	12	109	1132	2	1034	13		
10401	12	109	1131	2	1035	13		
10402	12	109	1133	2	1035	11		
10403	15	129	1137	2	1035	11		
10404	15	129	1134	2	1035	14		
10405	15	129	1135	2	1035	13		
10406	12	109	1132	2	1035	12		
10407	15	129	1136	2	1035	12		
10408	15	129	1137	1	1036	12		
10409	15	129	1134	1	1036	14		
10410	15	129	1135	1	1036	14		
10411	15	129	1136	1	1036	13		
10412	12	109	1131	1	1037	14		
10413	12	109	1133	1	1037	12		
10414	15	129	1137	1	1037	12		
10415	15	129	1134	1	1037	12		
10416	15	129	1135	1	1037	14		
10417	12	109	1132	1	1037	13		
10418	15	129	1136	1	1037	13		
10419	15	130	1055	1	1038	13		
10420	15	130	1138	1	1038	13		
10421	15	130	1056	1	1038	12		
10422	15	130	1139	1	1038	14		
10423	15	130	1057	1	1038	11		
10424	12	109	1131	1	1039	14		
10425	12	109	1133	1	1039	12		
10426	12	109	1132	1	1039	13		
10427	11	105	1018	2	1040	11		
10428	11	105	1014	2	1040	14		
10429	11	105	1015	2	1040	14		
10430	11	105	1017	2	1040	12		
10431	11	105	1016	2	1040	13		
10432	11	104	1013	2	1040	13		
10433	12	110	1047	1	1041	13		
10434	12	110	1046	1	1041	14		
10435	12	110	1048	1	1041	12		
10436	15	130	1055	1	1042	13		
10437	15	130	1138	1	1042	14		
10438	15	130	1056	1	1042	12		
10439	15	130	1139	1	1042	13		
10440	15	130	1057	1	1042	11		
10441	12	111	1101	1	1043	11		
10442	12	112	1111	1	1043	11		
10443	12	111	1098	1	1043	12		
10444	12	111	1099	1	1043	13		
10445	12	112	1107	1	1043	12		
10446	12	112	1108	1	1043	13		
10447	12	111	1096	1	1043	13		
10448	12	111	1097	1	1043	14		
10449	12	112	1105	1	1043	13		
10450	12	112	1106	1	1043	14		
10451	12	111	1100	1	1043	12		
10452	12	111	1102	1	1043	12		
10453	12	112	1109	1	1043	12		
10454	12	112	1110	1	1043	13		
10455	16	135	1033	1	1044	11		
10456	16	136	1039	1	1044	11		
10457	16	137	1045	1	1044	11		
10458	11	101	1011	1	1044	13		
10459	16	135	1031	1	1044	12		
10460	16	135	1028	1	1044	14		
10461	16	136	1034	1	1044	14		
10462	16	137	1040	1	1044	14		
10463	16	136	1037	1	1044	12		
10464	11	101	1012	1	1044	12		
10465	16	135	1032	1	1044	12		
10466	16	136	1038	1	1044	12		
10467	16	137	1044	1	1044	12		
10468	16	135	1029	1	1044	13		
10469	16	136	1035	1	1044	13		
10470	16	137	1041	1	1044	13		
10471	11	101	1009	1	1044	14		
10472	11	101	1008	1	1044	14		
10473	11	101	1010	1	1044	13		
10474	16	135	1030	1	1044	13		
10475	16	136	1036	1	1044	13		
10476	16	137	1042	1	1044	13		
10477	16	137	1043	1	1044	12		
10478	15	130	1055	1	1045	13		
10479	15	130	1138	1	1045	14		
10480	15	130	1056	1	1045	12		
10481	15	130	1139	1	1045	13		
10482	15	130	1057	1	1045	11		
10483	12	110	1047	1	1046	13		
10484	12	110	1046	1	1046	14		
10485	12	110	1048	1	1046	12		
10486	11	101	1011	2	1047	12		
10487	11	101	1012	2	1047	11		
10488	11	101	1009	2	1047	13		
10489	11	101	1008	2	1047	13		
10490	11	101	1010	2	1047	13		
10491	16	135	1033	1	1048	11		
10492	16	136	1039	1	1048	11		
10493	16	137	1045	1	1048	11		
10494	16	135	1031	1	1048	13		
10495	16	135	1028	1	1048	14		
10496	16	136	1034	1	1048	14		
10497	16	137	1040	1	1048	14		
10498	16	136	1037	1	1048	13		
10499	16	135	1032	1	1048	12		
10500	16	136	1038	1	1048	12		
10501	16	137	1044	1	1048	12		
10502	16	135	1029	1	1048	14		
10503	16	136	1035	1	1048	14		
10504	16	137	1041	1	1048	14		
10505	16	135	1030	1	1048	14		
10506	16	136	1036	1	1048	14		
10507	16	137	1042	1	1048	14		
10508	16	137	1043	1	1048	13		
10509	16	137	1045	1	1049	11		
10510	16	137	1040	1	1049	14		
10511	16	137	1044	1	1049	11		
10512	16	137	1041	1	1049	14		
10513	16	137	1042	1	1049	13		
10514	16	137	1043	1	1049	12		
10515	11	102	1006	2	1050	11		
10516	11	102	1005	2	1050	12		
10517	11	102	1003	2	1050	13		
10518	11	103	1007	1	1050	14		
10519	11	102	1004	2	1050	13		
10520	11	105	1018	2	1051	11		
10521	11	105	1014	2	1051	13		
10522	11	105	1015	2	1051	13		
10523	11	105	1017	2	1051	13		
10524	11	105	1016	2	1051	13		
10525	11	104	1013	1	1051	14		
10526	14	126	1140	1	1052	13		
10527	14	127	1142	1	1052	14		
10528	14	128	1146	1	1052	14		
10529	14	127	1144	1	1052	12		
10530	14	127	1143	1	1052	13		
10531	14	128	1147	1	1052	13		
10532	14	128	1148	1	1052	12		
10533	14	126	1141	1	1052	13		
10534	14	127	1145	1	1052	11		
10535	14	128	1149	1	1052	11		
10536	12	106	1118	2	1053	11		
10537	12	106	1115	2	1053	13		
10538	12	106	1114	2	1053	14		
10539	12	106	1116	2	1053	13		
10540	12	106	1117	2	1053	12		
10541	12	108	1121	1	1054	11		
10542	12	108	1119	1	1054	14		
10543	12	108	1120	1	1054	13		
10544	13	116	1150	1	1055	11		
10545	13	117	1151	1	1055	11		
10546	13	118	1152	1	1055	11		
10547	13	124	1090	1	1055	11		
10548	13	124	1089	1	1055	12		
10549	13	124	1091	1	1055	11		
10550	13	116	1062	1	1055	11		
10551	13	117	1068	1	1055	11		
10552	13	118	1072	1	1055	11		
10553	13	122	1081	1	1055	13		
10554	13	120	1077	1	1055	12		
10555	13	116	1063	1	1055	13		
10556	13	117	1066	1	1055	13		
10557	13	118	1070	1	1055	13		
10558	13	125	1092	1	1055	12		
10559	13	120	1078	1	1055	13		
10560	13	122	1082	1	1055	13		
10561	13	122	1084	1	1055	11		
10562	13	116	1061	1	1055	13		
10563	13	117	1065	1	1055	13		
10564	13	118	1069	1	1055	13		
10565	13	121	1080	1	1055	12		
10566	13	121	1079	1	1055	13		
10567	13	116	1064	1	1055	12		
10568	13	117	1067	1	1055	12		
10569	13	118	1071	1	1055	12		
10570	13	122	1083	1	1055	12		
10571	13	125	1095	1	1055	11		
10572	13	125	1094	1	1055	11		
10573	13	125	1093	1	1055	12		
10574	16	138	1054	1	1056	11		
10575	16	138	1049	1	1056	14		
10576	16	138	1053	1	1056	11		
10577	16	138	1050	1	1056	13		
10578	16	138	1051	1	1056	13		
10579	16	138	1052	1	1056	12		
10580	12	111	1104	2	1057	11		
10581	12	112	1113	2	1057	11		
10582	12	113	1153	1	1057	11		
10583	12	111	1101	2	1057	13		
10584	12	112	1111	2	1057	13		
10585	12	113	1130	1	1057	11		
10586	12	111	1103	2	1057	12		
10587	12	112	1112	2	1057	12		
10588	12	111	1098	2	1057	13		
10589	12	111	1099	2	1057	13		
10590	12	112	1107	2	1057	13		
10591	12	112	1108	2	1057	13		
10592	12	113	1128	1	1057	13		
10593	12	111	1096	2	1057	14		
10594	12	111	1097	2	1057	14		
10595	12	112	1105	2	1057	14		
10596	12	112	1106	2	1057	14		
10597	12	113	1127	1	1057	13		
10598	12	111	1100	2	1057	13		
10599	12	111	1102	2	1057	13		
10600	12	112	1109	2	1057	13		
10601	12	112	1110	2	1057	13		
10602	12	113	1129	1	1057	12		
10603	11	101	1011	1	1058	12		
10604	11	101	1012	1	1058	11		
10605	11	101	1009	1	1058	13		
10606	11	101	1008	1	1058	13		
10607	11	101	1010	1	1058	13		
10608	12	113	1153	1	1059	11		
10609	12	113	1130	1	1059	12		
10610	12	113	1128	1	1059	14		
10611	12	113	1127	1	1059	14		
10612	12	113	1129	1	1059	13		
10613	12	108	1121	1	1060	12		
10614	12	108	1119	1	1060	14		
10615	12	108	1120	1	1060	13		
10616	16	135	1033	1	1061	11		
10617	16	136	1039	1	1061	11		
10618	16	137	1045	1	1061	11		
10619	16	135	1031	1	1061	12		
10620	16	135	1028	1	1061	14		
10621	16	136	1034	1	1061	14		
10622	16	137	1040	1	1061	14		
10623	16	136	1037	1	1061	12		
10624	16	135	1032	1	1061	11		
10625	16	136	1038	1	1061	11		
10626	16	137	1044	1	1061	11		
10627	16	135	1029	1	1061	14		
10628	16	136	1035	1	1061	14		
10629	16	137	1041	1	1061	14		
10630	16	135	1030	1	1061	13		
10631	16	136	1036	1	1061	13		
10632	16	137	1042	1	1061	13		
10633	16	137	1043	1	1061	12		
10634	11	102	1006	2	1062	11		
10635	11	102	1005	2	1062	12		
10636	11	102	1003	2	1062	14		
10637	11	105	1015	1	1062	13		
10638	11	103	1007	1	1062	14		
10639	11	102	1004	2	1062	13		
10640	11	104	1013	1	1062	13		
10641	11	105	1018	1	1063	11		
10642	11	105	1014	1	1063	14		
10643	11	105	1017	1	1063	12		
10644	11	105	1016	1	1063	14		
10645	11	102	1006	1	1064	12		
10646	11	102	1005	1	1064	13		
10647	11	102	1003	1	1064	14		
10648	11	103	1007	1	1064	14		
10649	11	102	1004	1	1064	14		
10650	12	106	1118	1	1065	11		
10651	12	106	1115	1	1065	13		
10652	12	106	1114	1	1065	14		
10653	12	106	1116	1	1065	12		
10654	12	106	1117	1	1065	12		
10655	11	102	1006	1	1066	12		
10656	11	102	1005	1	1066	14		
10657	11	102	1003	1	1066	14		
10658	11	103	1007	1	1066	14		
10659	11	102	1004	1	1066	14		
10660	12	109	1131	1	1067	14		
10661	12	109	1133	1	1067	12		
10662	15	129	1137	2	1067	12		
10663	15	129	1134	2	1067	14		
10664	15	129	1135	2	1067	13		
10665	12	109	1132	1	1067	13		
10666	15	129	1136	2	1067	13		
10667	11	101	1011	2	1068	12		
10668	11	101	1012	2	1068	11		
10669	11	101	1009	2	1068	14		
10670	11	101	1008	2	1068	14		
10671	11	101	1010	2	1068	13		
10672	12	111	1104	1	1069	11		
10673	12	112	1113	1	1069	11		
10674	12	113	1153	2	1069	11		
10675	12	111	1101	1	1069	13		
10676	12	112	1111	1	1069	12		
10677	12	113	1130	2	1069	12		
10678	12	111	1103	1	1069	12		
10679	12	112	1112	1	1069	12		
10680	12	111	1098	1	1069	14		
10681	12	111	1099	1	1069	14		
10682	12	112	1107	1	1069	14		
10683	12	112	1108	1	1069	14		
10684	12	113	1128	2	1069	14		
10685	12	111	1096	1	1069	14		
10686	12	111	1097	1	1069	14		
10687	12	112	1105	1	1069	14		
10688	12	112	1106	1	1069	14		
10689	12	113	1127	2	1069	14		
10690	12	111	1100	1	1069	13		
10691	12	111	1102	1	1069	13		
10692	12	112	1109	1	1069	13		
10693	12	112	1110	1	1069	13		
10694	12	113	1129	2	1069	13		
10695	14	126	1140	2	1070	11		
10696	14	127	1142	2	1070	12		
10697	14	128	1146	1	1070	14		
10698	14	127	1144	2	1070	11		
10699	14	127	1143	2	1070	11		
10700	14	128	1147	1	1070	13		
10701	14	128	1148	1	1070	12		
10702	14	126	1141	2	1070	11		
10703	14	127	1145	2	1070	11		
10704	14	128	1149	1	1070	11		
10705	11	105	1018	1	1071	11		
10706	11	105	1014	1	1071	14		
10707	11	105	1015	1	1071	14		
10708	11	105	1017	1	1071	13		
10709	11	105	1016	1	1071	14		
10710	11	104	1013	1	1071	14		
10711	13	116	1150	1	1072	11		
10712	13	117	1151	1	1072	11		
10713	13	118	1152	1	1072	11		
10714	12	113	1153	1	1072	11		
10715	13	115	1060	1	1072	12		
10716	13	124	1090	1	1072	11		
10717	13	124	1089	1	1072	12		
10718	13	124	1091	1	1072	11		
